case_id,tool_id,model,mutation_operator,oracle_detected,status,failure_class,initial_bpr,final_bpr,delta_bpr,complete_repair,effective_repair,regression,patch_parse_failures,patch_validation_failures,patch_application_failures,iterations_completed,runtime_seconds
case_000314,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9868421052631579,0.9868421052631579,0.0,False,False,False,0,0,0,1,2.3198
case_000321,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.20833333333333334,0.20833333333333334,0.0,False,False,False,0,1,0,1,5.1634
case_000324,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9341176470588235,0.9341176470588235,0.0,False,False,False,1,1,0,1,12.3379
case_000325,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.7619047619047619,1.0,0.238095238095,True,True,False,0,0,0,1,1.2108
case_000326,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,1,0,1,2.4207
case_000327,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,0,1,0,1,9.2702
case_000328,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,14.1325
case_000331,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,regression,0.9959016393442623,0.8442622950819673,-0.151639344262,False,False,True,0,0,0,1,8.0662
case_000332,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9988304093567252,0.9988304093567252,0.0,False,False,False,1,1,0,1,10.3933
case_000333,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,0,0,1,1.7496
case_000343,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9956140350877193,0.9956140350877193,0.0,False,False,False,0,1,0,1,8.2428
case_000344,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9987980769230769,0.9987980769230769,0.0,False,False,False,1,1,0,1,8.7436
case_000345,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.7619047619047619,0.7619047619047619,0.0,False,False,False,0,1,0,1,2.382
case_000346,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.8133333333333334,0.8133333333333334,0.0,False,False,False,0,1,0,1,2.8417
case_000347,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,1,0,1,6.9941
case_000350,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9863013698630136,1.0,0.013698630137,True,True,False,0,0,0,1,2.0896
case_000351,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,regression,0.9959016393442623,0.48770491803278687,-0.508196721311,False,False,True,0,0,0,1,8.4953
case_000352,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.98698224852071,0.98698224852071,0.0,False,False,False,1,1,0,1,8.1992
case_000359,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,regression,0.9631147540983607,0.9549180327868853,-0.008196721311,False,False,True,0,0,0,1,9.2019
case_000362,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9876543209876543,0.9876543209876543,0.0,False,False,False,0,1,0,1,2.4732
case_000363,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,1,1,0,1,11.3998
case_000364,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9697674418604652,0.9697674418604652,0.0,False,False,False,1,1,0,1,11.0719
case_000365,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,0,0,1,1.1857
case_000366,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,effective_repair,0.0,0.9883720930232558,0.988372093023,False,True,False,0,0,0,1,2.7061
case_000369,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9523809523809523,1.0,0.047619047619,True,True,False,0,0,0,1,8.3596
case_000370,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,0,1,0,1,2.1768
case_000371,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9959677419354839,0.9959677419354839,0.0,False,False,False,0,0,0,1,9.5687
case_000378,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.7948717948717948,0.7948717948717948,0.0,False,False,False,0,1,0,1,2.8654
case_000381,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9583333333333334,1.0,0.041666666667,True,True,False,0,0,0,1,1.4116
case_000382,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9873417721518988,1.0,0.012658227848,True,True,False,0,0,0,1,2.2967
case_000383,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,0,1,0,1,7.3109
case_000384,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9988662131519275,0.9988662131519275,0.0,False,False,False,1,1,0,1,8.5963
case_000385,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,1.1597
case_000388,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9988372093023256,0.9988372093023256,0.0,False,False,False,1,1,0,1,13.9854
case_000389,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.8076923076923077,1.0,0.192307692308,True,True,False,0,0,0,1,1.3355
case_000390,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9863013698630136,0.9863013698630136,0.0,False,False,False,0,0,0,1,2.3243
case_000400,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9987980769230769,0.9987980769230769,0.0,False,False,False,0,1,0,1,10.5319
case_000401,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.1818
case_000402,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,0,1,0,1,2.1758
case_000403,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,regression,0.9066666666666666,0.9022222222222223,-0.004444444444,False,False,True,0,0,0,1,8.5091
case_000404,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,10.581
case_000407,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,regression,0.9957627118644068,0.9915254237288136,-0.004237288136,False,False,True,0,0,0,1,7.2716
case_000408,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9988304093567252,0.9988304093567252,0.0,False,False,False,1,1,0,1,11.4511
case_000409,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,complete_repair,0.9523809523809523,1.0,0.047619047619,True,True,False,0,0,0,1,1.1836
case_000419,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.996,0.996,0.0,False,False,False,0,1,0,1,7.3565
case_000420,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9988235294117647,0.9988235294117647,0.0,False,False,False,1,1,0,1,8.2047
case_000421,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9545454545454546,0.9545454545454546,0.0,False,False,False,0,0,0,1,1.122
case_000422,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9868421052631579,0.9868421052631579,0.0,False,False,False,1,1,0,1,2.2759
case_000423,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,10.711
case_000426,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9876543209876543,1.0,0.012345679012,True,True,False,0,0,0,1,2.3137
case_000427,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9954128440366973,0.9954128440366973,0.0,False,False,False,1,1,0,1,8.9253
case_000428,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9988372093023256,0.9988372093023256,0.0,False,False,False,1,1,0,1,13.7837
case_000435,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,regression,0.9954954954954955,0.990990990990991,-0.004504504505,False,False,True,0,0,0,1,8.624
case_000438,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9871794871794872,1.0,0.012820512821,True,True,False,0,0,0,1,2.5099
case_000439,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.996031746031746,0.996031746031746,0.0,False,False,False,0,1,0,1,7.1564
case_000440,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9987745098039216,0.9987745098039216,0.0,False,False,False,1,1,0,1,10.8834
case_000441,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9666666666666667,0.9666666666666667,0.0,False,False,False,0,0,0,1,1.2357
case_000442,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.5432098765432098,0.5432098765432098,0.0,False,False,False,0,1,0,1,2.7575
case_000445,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9583333333333334,1.0,0.041666666667,True,True,False,0,0,0,1,1.1731
