case_id,oracle_depth,mutation_operator,size_class,reference_bpr,faulty_bpr,bpr_delta,fault_detected,oracle_state_coverage,oracle_transition_coverage,oracle_event_coverage,scenario_count,max_scenario_steps,scenario_policy,declared_max_depth,observed_max_executed_depth,mean_scenario_length,median_scenario_length,max_scenario_length
case_000174,shallow,wrong_source,medium,1.0,0.983607,0.016393,True,1.0,1.0,1.0,30,5,depth-forced,5,5,4.066667,4.0,5
case_000193,shallow,wrong_source,small,1.0,0.925,0.075,True,1.0,1.0,1.0,10,5,depth-forced,5,5,4,4.0,5
case_000212,shallow,wrong_source,very_large,1.0,0.984466,0.015534,True,1.0,1.0,1.0,244,5,depth-forced,5,5,4.221311,4.0,5
case_000011,medium,action_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,88,12,depth-forced,12,12,9.136364,9.0,12
case_000030,medium,action_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000049,medium,action_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000068,medium,action_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,255,12,depth-forced,12,12,9.043137,9,12
case_000075,medium,action_full_mutation,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000018,medium,action_full_mutation,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,36,12,depth-forced,12,12,9.305556,9.0,12
case_000037,medium,action_full_mutation,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000056,medium,action_full_mutation,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000007,medium,dead_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000026,medium,dead_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000045,medium,dead_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000064,medium,dead_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,253,12,depth-forced,12,12,9.047431,9,12
case_000051,medium,delay_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000070,medium,delay_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000013,medium,delay_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000032,medium,delay_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000063,medium,duplicate_transition,large,1.0,1.0,0.0,False,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000006,medium,duplicate_transition,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000025,medium,duplicate_transition,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000044,medium,duplicate_transition,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000027,medium,guard_flip,large,1.0,0.601043,0.398957,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000046,medium,guard_flip,medium,1.0,0.955975,0.044025,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000065,medium,guard_flip,small,1.0,0.686131,0.313869,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000008,medium,guard_flip,very_large,1.0,0.972258,0.027742,True,1.0,1.0,1.0,259,12,depth-forced,12,12,9.046332,9,12
case_000055,medium,guard_inter_class,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000074,medium,guard_inter_class,medium,1.0,0.977987,0.022013,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000017,medium,guard_inter_class,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000036,medium,guard_inter_class,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000067,medium,guard_strengthen,large,1.0,0.95176,0.04824,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000010,medium,guard_strengthen,medium,1.0,0.707547,0.292453,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000029,medium,guard_strengthen,small,1.0,0.656934,0.343066,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000048,medium,guard_strengthen,very_large,1.0,0.98781,0.01219,True,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000047,medium,guard_weaken,large,1.0,0.978589,0.021411,True,1.0,1.0,1.0,87,12,depth-forced,12,12,9.126437,9,12
case_000066,medium,guard_weaken,medium,1.0,0.833333,0.166667,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000009,medium,guard_weaken,small,1.0,0.5,0.5,True,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000028,medium,guard_weaken,very_large,1.0,0.990103,0.009897,True,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000039,medium,missing_transition,large,1.0,0.975228,0.024772,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000058,medium,missing_transition,medium,1.0,0.917178,0.082822,True,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000001,medium,missing_transition,small,1.0,0.562044,0.437956,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000020,medium,missing_transition,very_large,1.0,0.917173,0.082827,True,1.0,1.0,1.0,255,12,depth-forced,12,12,9.043137,9,12
case_000071,medium,nondeterminism_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000014,medium,nondeterminism_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000033,medium,nondeterminism_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000052,medium,nondeterminism_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000031,medium,timeout_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000050,medium,timeout_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000069,medium,timeout_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000012,medium,timeout_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,256,12,depth-forced,12,12,9.046875,9.0,12
case_000015,medium,unreachable_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000034,medium,unreachable_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,36,12,depth-forced,12,12,9.305556,9.0,12
case_000053,medium,unreachable_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000072,medium,unreachable_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,256,12,depth-forced,12,12,9.046875,9.0,12
case_000023,medium,wrong_event,large,1.0,0.942085,0.057915,True,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000042,medium,wrong_event,medium,1.0,0.858491,0.141509,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000061,medium,wrong_event,small,1.0,0.452555,0.547445,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000004,medium,wrong_event,very_large,1.0,0.984327,0.015673,True,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000043,medium,wrong_initial_state,large,1.0,0.0,1.0,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000062,medium,wrong_initial_state,medium,1.0,0.0,1.0,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000005,medium,wrong_initial_state,small,1.0,0.0,1.0,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000024,medium,wrong_initial_state,very_large,1.0,0.0,1.0,True,1.0,1.0,1.0,259,12,depth-forced,12,12,9.046332,9,12
case_000003,medium,wrong_source,large,1.0,0.936115,0.063885,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000022,medium,wrong_source,medium,1.0,0.839623,0.160377,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000041,medium,wrong_source,small,1.0,0.540146,0.459854,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000060,medium,wrong_source,very_large,1.0,0.977797,0.022203,True,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000059,medium,wrong_target,large,1.0,0.965251,0.034749,True,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000002,medium,wrong_target,medium,1.0,0.852761,0.147239,True,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000021,medium,wrong_target,small,1.0,0.569343,0.430657,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000040,medium,wrong_target,very_large,1.0,0.960843,0.039157,True,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000087,medium,action_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000106,medium,action_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,36,12,depth-forced,12,12,9.305556,9.0,12
case_000125,medium,action_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000144,medium,action_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000151,medium,action_full_mutation,large,1.0,1.0,0.0,False,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000094,medium,action_full_mutation,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000113,medium,action_full_mutation,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000132,medium,action_full_mutation,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000083,medium,dead_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000102,medium,dead_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,36,12,depth-forced,12,12,9.305556,9.0,12
case_000121,medium,dead_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000140,medium,dead_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,259,12,depth-forced,12,12,9.046332,9,12
case_000127,medium,delay_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000146,medium,delay_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000089,medium,delay_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000108,medium,delay_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000139,medium,duplicate_transition,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000082,medium,duplicate_transition,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000101,medium,duplicate_transition,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000120,medium,duplicate_transition,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000103,medium,guard_flip,large,1.0,0.919166,0.080834,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000122,medium,guard_flip,medium,1.0,0.874233,0.125767,True,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000141,medium,guard_flip,small,1.0,0.459854,0.540146,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000084,medium,guard_flip,very_large,1.0,0.976149,0.023851,True,1.0,1.0,1.0,255,12,depth-forced,12,12,9.043137,9,12
case_000131,medium,guard_inter_class,large,1.0,1.0,0.0,False,1.0,1.0,1.0,87,12,depth-forced,12,12,9.126437,9,12
case_000150,medium,guard_inter_class,medium,1.0,0.81761,0.18239,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000093,medium,guard_inter_class,small,1.0,1.0,0.0,False,1.0,1.0,1.0,13,12,depth-forced,12,12,9.923077,10,12
case_000112,medium,guard_inter_class,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000143,medium,guard_strengthen,large,1.0,0.954955,0.045045,True,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000086,medium,guard_strengthen,medium,1.0,0.874214,0.125786,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000105,medium,guard_strengthen,small,1.0,0.759124,0.240876,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000124,medium,guard_strengthen,very_large,1.0,0.986183,0.013817,True,1.0,1.0,1.0,256,12,depth-forced,12,12,9.046875,9.0,12
case_000123,medium,guard_weaken,large,1.0,0.963494,0.036506,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000142,medium,guard_weaken,medium,1.0,0.808176,0.191824,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000085,medium,guard_weaken,small,1.0,0.452055,0.547945,True,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000104,medium,guard_weaken,very_large,1.0,0.952982,0.047018,True,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000115,medium,missing_transition,large,1.0,0.952866,0.047134,True,1.0,1.0,1.0,86,12,depth-forced,12,12,9.127907,9.0,12
case_000134,medium,missing_transition,medium,1.0,0.836478,0.163522,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000077,medium,missing_transition,small,1.0,0.616438,0.383562,True,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000096,medium,missing_transition,very_large,1.0,0.990422,0.009578,True,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000147,medium,nondeterminism_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000090,medium,nondeterminism_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000109,medium,nondeterminism_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,16,12,depth-forced,12,12,9.75,9.5,12
case_000128,medium,nondeterminism_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,255,12,depth-forced,12,12,9.043137,9,12
case_000107,medium,timeout_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000126,medium,timeout_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000145,medium,timeout_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000088,medium,timeout_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000091,medium,unreachable_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000110,medium,unreachable_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000129,medium,unreachable_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000148,medium,unreachable_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000099,medium,wrong_event,large,1.0,0.956975,0.043025,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000118,medium,wrong_event,medium,1.0,0.889937,0.110063,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000137,medium,wrong_event,small,1.0,0.656934,0.343066,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000080,medium,wrong_event,very_large,1.0,0.99266,0.00734,True,1.0,1.0,1.0,256,12,depth-forced,12,12,9.046875,9.0,12
case_000119,medium,wrong_initial_state,large,1.0,0.0,1.0,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000138,medium,wrong_initial_state,medium,1.0,0.0,1.0,True,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000081,medium,wrong_initial_state,small,1.0,0.0,1.0,True,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000100,medium,wrong_initial_state,very_large,1.0,0.0,1.0,True,1.0,1.0,1.0,259,12,depth-forced,12,12,9.046332,9,12
case_000079,medium,wrong_source,large,1.0,0.918919,0.081081,True,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000098,medium,wrong_source,medium,1.0,0.937107,0.062893,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000117,medium,wrong_source,small,1.0,0.364964,0.635036,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000136,medium,wrong_source,very_large,1.0,0.953959,0.046041,True,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000135,medium,wrong_target,large,1.0,0.988417,0.011583,True,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000078,medium,wrong_target,medium,1.0,0.880503,0.119497,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000097,medium,wrong_target,small,1.0,0.430657,0.569343,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000116,medium,wrong_target,very_large,1.0,0.992194,0.007806,True,1.0,1.0,1.0,255,12,depth-forced,12,12,9.043137,9,12
case_000163,medium,action_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000182,medium,action_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000201,medium,action_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000220,medium,action_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,255,12,depth-forced,12,12,9.043137,9,12
case_000227,medium,action_full_mutation,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000170,medium,action_full_mutation,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000189,medium,action_full_mutation,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000208,medium,action_full_mutation,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000159,medium,dead_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000178,medium,dead_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000197,medium,dead_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000216,medium,dead_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000203,medium,delay_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,86,12,depth-forced,12,12,9.127907,9.0,12
case_000222,medium,delay_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000165,medium,delay_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000184,medium,delay_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,256,12,depth-forced,12,12,9.046875,9.0,12
case_000215,medium,duplicate_transition,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000158,medium,duplicate_transition,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000177,medium,duplicate_transition,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000196,medium,duplicate_transition,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,256,12,depth-forced,12,12,9.046875,9.0,12
case_000179,medium,guard_flip,large,1.0,0.975228,0.024772,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000198,medium,guard_flip,medium,1.0,0.959119,0.040881,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000217,medium,guard_flip,small,1.0,0.810219,0.189781,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000160,medium,guard_flip,very_large,1.0,0.957069,0.042931,True,1.0,1.0,1.0,255,12,depth-forced,12,12,9.043137,9,12
case_000207,medium,guard_inter_class,large,1.0,0.94133,0.05867,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000226,medium,guard_inter_class,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000169,medium,guard_inter_class,small,1.0,0.562044,0.437956,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000188,medium,guard_inter_class,very_large,1.0,0.98569,0.01431,True,1.0,1.0,1.0,255,12,depth-forced,12,12,9.043137,9,12
case_000219,medium,guard_strengthen,large,1.0,0.970013,0.029987,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000162,medium,guard_strengthen,medium,1.0,0.859701,0.140299,True,1.0,1.0,1.0,36,12,depth-forced,12,12,9.305556,9.0,12
case_000181,medium,guard_strengthen,small,1.0,0.642336,0.357664,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000200,medium,guard_strengthen,very_large,1.0,0.983219,0.016781,True,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000199,medium,guard_weaken,large,1.0,0.956975,0.043025,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000218,medium,guard_weaken,medium,1.0,0.889571,0.110429,True,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000161,medium,guard_weaken,small,1.0,0.562044,0.437956,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000180,medium,guard_weaken,very_large,1.0,0.989552,0.010448,True,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000191,medium,missing_transition,large,1.0,0.976532,0.023468,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000210,medium,missing_transition,medium,1.0,0.941718,0.058282,True,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000153,medium,missing_transition,small,1.0,0.416058,0.583942,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000172,medium,missing_transition,very_large,1.0,0.991364,0.008636,True,1.0,1.0,1.0,256,12,depth-forced,12,12,9.046875,9.0,12
case_000223,medium,nondeterminism_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,85,12,depth-forced,12,12,9.141176,9,12
case_000166,medium,nondeterminism_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000185,medium,nondeterminism_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000204,medium,nondeterminism_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,257,12,depth-forced,12,12,9.042802,9,12
case_000183,medium,timeout_corruption,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000202,medium,timeout_corruption,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000221,medium,timeout_corruption,small,1.0,1.0,0.0,False,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000164,medium,timeout_corruption,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000167,medium,unreachable_state_intro,large,1.0,1.0,0.0,False,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000186,medium,unreachable_state_intro,medium,1.0,1.0,0.0,False,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000205,medium,unreachable_state_intro,small,1.0,1.0,0.0,False,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000224,medium,unreachable_state_intro,very_large,1.0,1.0,0.0,False,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000175,medium,wrong_event,large,1.0,0.924381,0.075619,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000194,medium,wrong_event,medium,1.0,0.843558,0.156442,True,1.0,1.0,1.0,35,12,depth-forced,12,12,9.314286,9,12
case_000213,medium,wrong_event,small,1.0,0.810219,0.189781,True,1.0,1.0,1.0,14,12,depth-forced,12,12,9.785714,9.5,12
case_000156,medium,wrong_event,very_large,1.0,0.977362,0.022638,True,1.0,1.0,1.0,254,12,depth-forced,12,12,9.043307,9.0,12
case_000195,medium,wrong_initial_state,large,1.0,0.0,1.0,True,1.0,1.0,1.0,84,12,depth-forced,12,12,9.130952,9.0,12
case_000214,medium,wrong_initial_state,medium,1.0,0.0,1.0,True,1.0,1.0,1.0,34,12,depth-forced,12,12,9.352941,9.0,12
case_000157,medium,wrong_initial_state,small,1.0,0.0,1.0,True,1.0,1.0,1.0,15,12,depth-forced,12,12,9.733333,9,12
case_000176,medium,wrong_initial_state,very_large,1.0,0.0,1.0,True,1.0,1.0,1.0,256,12,depth-forced,12,12,9.046875,9.0,12
